APPL_NO,APP_ID,FORM,ST_NUM,ST_NAME,ST_TYPE,PRJ_NAME,STDADD,BLOCK,LOT,UNITS,NETUNITS, AFFHSG ,TARGET,TYPE,DESCRIPT,EXISTUSE,PROPUSE,ACTION,ACTDATE,STAFF,BLKLOT,GEN_ZONE,ZONING,PD,PLANAREA,ANA_NBHD,LAT_LNG
201403100313,836969,1,50,SUMMIT,WY,,50 SUMMIT WY,7331,019,2,2, -   ,,,DEFERRED SUBMITTAL - TRUSS CALCULATIONS - BLDG A (#201209119408),VACANT LOT,2 FAMILY DWELLING,COMPLETE,19-Dec-14,,7331019,"Residential, House and Mixed",RM-1,13,,Oceanview/Merced/Ingleside,"[37.713973, -122.47447]"
201212075751,795421,3,517,DUBOCE,AV,,517 DUBOCE AV,3538,096,3,1, 1 ,SEC,Homeowner,CHANGE OF OCCUPANCY FROM 2 UNIT BUILDING TO 3 UNIT BUILDING BY EXCAVATING SOUTH END OF FIRST FLOOR FOR NEW UNIT (515 DUBOCE). LOWER WALKWAY/BREEZEWAY ON EAST SIDE.,2 FAMILY DWELLING,APARTMENTS,COMPLETE,15-Dec-14,CNOEL,3538096,"Residential, Transit Oriented",RTO,6,Market and Octavia,Castro/Upper Market,"[37.7691157, -122.4318237]"
200609202886,593398,2,52,ALPINE,TR,,52 ALPINE TR,1258,037,3,3, -   ,,,TO ERECT 3 DWELLING UNIT WITH 3 STORY NEW BUILDING,,APARTMENTS,CFC ISSUED,27-Mar-14,SVELLVE,1258037,"Residential, House and Mixed",RH-3,6,,Haight Ashbury,"[37.769626, -122.43796]"
201102039585,739741,8,52,MIDDLE POINT,RD,,52 MIDDLE POINT RD,4624,004,12,-1, -   ,,,"PERMIT FOR ADMINISTRATIVE PURPOSES ONLY TO CORRECT UNIT COUNT APPROVED UNDER 200912223722'S. UNIT COUNT 13 INCORRECT, FINAL UNIT COUNT AS REFLECTED IN APPROVED DRAWINGS IS 12",APARTMENTS,APARTMENTS,COMPLETE,20-Feb-14,DSANCHEZ,4624004,"Residential, House and Mixed",RM-1,10,Hunters View,Bayview Hunters Point,"[37.7350085, -122.3794724]"
201401095948,831748,1,52,SUMMIT,WY,,52 SUMMIT WY,7331,005,2,2, -   ,,,"INSTALL OVERHEAD FIRESPRINKLER SYSTEM PER NFPA 13 @ ADDRESS LISTED ABOVE. REFER TO MASTER PLAN A.
UNDERGROUND TO BE DONE UNDER APP 2013 0701 0864
PA #201209119408-700 BROTHERHOOD WAY",,2 FAMILY DWELLING,COMPLETE,19-Dec-14,,7331005,"Residential, House and Mixed",RM-1,13,,Oceanview/Merced/Ingleside,"[37.713973, -122.47447]"
201301168075,798173,6,5222,03RD,ST,,5222 03RD ST,5411,005,-1,-1, -   ,,,"DEMOLISH 1 STORY, TYPE 5, SINGLE FAMILY DWELLING UNIT BUILDING.",1 FAMILY DWELLING,,FINAL INSPECT/APPRVD,02-Apr-14,SSANCHEZ,5411005,Neighborhood Commercial,NC-3,10,Bayview Hunters Point,Bayview Hunters Point,"[37.730331, -122.392675]"
201301168081,798180,6,5228,03RD,ST,,5228 03RD ST,5411,006,-1,-1, -   ,,,"DEMOLISH 1 STORY, TYPE 5, SINGLE FAMILY DWELLING UNIT BUILDING.",1 FAMILY DWELLING,,FINAL INSPECT/APPRVD,02-Apr-14,SSANCHEZ,5411006,Neighborhood Commercial,NC-3,10,Bayview Hunters Point,Bayview Hunters Point,"[37.730264, -122.392694]"
201301168082,798181,6,5234,03RD,ST,,5234 03RD ST,5411,007,-1,-1, -   ,,,"DEMOLISH 1 STORY, TYPE 5, SINGLE FAMILY DWELLING UNIT BUILDING.",1 FAMILY DWELLING,,FINAL INSPECT/APPRVD,02-Apr-14,SSANCHEZ,5411007,Neighborhood Commercial,NC-3,10,Bayview Hunters Point,Bayview Hunters Point,"[37.7301969, -122.392713]"
201301168083,798182,6,5238,03RD,ST,,5238 03RD ST,5411,008,-1,-1, -   ,,,"DEMOLISH 1 STORY, TYPE 5, SINGLE FAMILY DWELLING UNIT BUILDING.",1 FAMILY DWELLING,,FINAL INSPECT/APPRVD,02-Apr-14,SSANCHEZ,5411008,Neighborhood Commercial,NC-3,10,Bayview Hunters Point,Bayview Hunters Point,"[37.73013, -122.392732]"
201301168084,798183,6,5244,03RD,ST,,5244 03RD ST,5411,009,-1,-1, -   ,,,"DEMOLISH 1 STORY, TYPE 5, SINGLE FAMILY DWELLING UNIT BUILDING.",1 FAMILY DWELLING,,FINAL INSPECT/APPRVD,02-Apr-14,SSANCHEZ,5411009,Neighborhood Commercial,NC-3,10,Bayview Hunters Point,Bayview Hunters Point,"[37.730063, -122.392751]"
201301168085,798184,6,5250,03RD,ST,,5250 03RD ST,5411,010,-1,-1, -   ,,,"DEMOLISH 1 STORY, TYPE 5, SINGLE FAMILY DWELLING UNIT BUILDING.",1 FAMILY DWELLING,,FINAL INSPECT/APPRVD,02-Apr-14,SSANCHEZ,5411010,Neighborhood Commercial,NC-3,10,Bayview Hunters Point,Bayview Hunters Point,"[37.72999600000001, -122.392769]"
201308164555,818014,8,530,FAXON,AV,,530 FAXON AV,6935,014,1,-1, -   ,,,"REMOVE DOWNSTAIRS KITCHEN COUNTER & STOVE. CONVERT 1ST, 2ND BEDROOMS & LIVING ROOM INTO LEGAL OFFICE ROOM, STORAGE ROOM & RECREATION ROOM",1 FAMILY DWELLING,1 FAMILY DWELLING,CFC ISSUED,15-Aug-14,MCORRETT,6935014,"Residential, House and Mixed",RH-2,13,,Oceanview/Merced/Ingleside,"[37.72411, -122.459917]"
200505031415,544575,2,530,SANCHEZ,ST,,530 SANCHEZ ST,3584,007,2,2, -   ,,,TO ERECT 4 STORIES OF 2 DWELLING UNITS BUILDING.,,2 FAMILY DWELLING,COMPLETE,23-Jun-14,RCRAWFOR,3584007,"Residential, House and Mixed",RH-3,7,,Castro/Upper Market,"[37.7606282, -122.4307078]"
200505031416,544576,6,530,SANCHEZ,ST,,530 SANCHEZ ST,3584,007,-1,-1, -   ,,,DEMOLISH 2 STORIES OF 1 SINGLE FAMILY.,1 FAMILY DWELLING,,COMPLETE,23-Jun-14,YUJOSEPH,3584007,"Residential, House and Mixed",RH-3,7,,Castro/Upper Market,"[37.7606282, -122.4307078]"
200412091016,532381,6,530,SANCHEZ,ST,,530 SANCHEZ ST,3584,007,-1,-1, -   ,,,TO DEMOLISH ILLEGAL COTTAGE AT REAR OF LOT BUILD WITHOUT PERMIT,1 FAMILY DWELLING,,COMPLETE,20-Jun-14,RCRAWFOR,3584007,"Residential, House and Mixed",RH-3,7,,Castro/Upper Market,"[37.7606282, -122.4307078]"
201403130705,837428,8,534,11TH,AV,,534 11TH AV,1553,036,1,-1, -   ,,,"RESPONSE TO NOV# 201321991. REMOVE KITCHEN, ALL PLUMBING & ELECTRICAL TO SOURCE @ 1ST FLOOR.",1 FAMILY DWELLING,1 FAMILY DWELLING,CFC ISSUED,04-Sep-14,KBURNS,1553036,"Residential, House and Mixed",RH-2,1,,Inner Richmond,"[37.7781809, -122.469117]"
200912314052,707935,2,54,PERALTA,AV,,54 PERALTA AV,5512,029,1,1, -   ,,,"ERECT 1 UNIT, 3 STORY RESIDENTIAL BUILDING",,1 FAMILY DWELLING,COMPLETE,12-Sep-14,CTEAGUE,5512029,"Residential, House and Mixed",RH-2,11,,Bernal Heights,"[37.748163, -122.40593]"
201212196526,796317,3,542,MORAGA,ST,,542 MORAGA ST,1932,022,2,1, 1 ,SEC,Homeowner,"CONVERT (E) GROUND FLOOR LIVING SPACE TO DWELLING UNIT. ADD KITCHEN, RELOCATE BATH, REPLACE 2 WINDOWS AT REAR YARD AT 2ND FLOOR, RENOVATE (E) BATH, REPLACE 2 WINDOWS, PLACE WASHER/DRYER IN CLOSET. ADD WINDOW IN LIGHT WELL.",1 FAMILY DWELLING,2 FAMILY DWELLING,COMPLETE,03-Mar-14,TWANG,1932022,"Residential, House and Mixed",RH-2,14,,Inner Sunset,"[37.756668, -122.468745]"
201108233049,755997,1,55,09TH,ST,AVA 55 9th,55 09TH ST,3701,066,273,273, 33 ,LI,Family,"TO ERECT 17 STORIES, 273 UNITS RESIDENTIAL, RETAIL & PARKING BUILDING.",,APARTMENTS,COMPLETE,14-Oct-14,KGUY,3701066,Commercial,C-3-G,4,Mid-Market,South of Market,"[37.7771109, -122.4151529]"
201303011285,802017,6,562,28TH,ST,,562 28TH ST,6604,016,-1,-1, -   ,,,DEMOLISH 1 STORY SINGLE FAMILY.,1 FAMILY DWELLING,,FINAL INSPECT/APPRVD,09-Jun-14,DVU,6604016,"Residential, House and Mixed",RH-1,7,,Noe Valley,"[37.745064, -122.434729]"
201406188796,847121,8,577,29TH,ST,,577 29TH ST,6630,031,2,1, 1 ,SEC,Homeowner,OBTAIN FINAL INSPECTION APPROVAL FOR APP#201002186726 FOR N.O.V. #200929807. ALL WORK COMPLETE,1 FAMILY DWELLING,2 FAMILY DWELLING,FINAL INSPECT/APPRVD,10-Jul-14,,6630031,"Residential, House and Mixed",RH-2,7,,Noe Valley,"[37.743091, -122.432659]"
200912314050,707933,2,60,PERALTA,AV,,60 PERALTA AV,5512,031,1,1, -   ,,,"ERECT  1 UNIT, 3 STORY RESIDENTIAL BUILDING",,1 FAMILY DWELLING,COMPLETE,12-Sep-14,CTEAGUE,5512031,"Residential, House and Mixed",RH-2,11,,Bernal Heights,"[37.7480977, -122.4060079]"
201212115945,795656,3,601,BRODERICK,ST,,601 BRODERICK ST,1183,010,1,-1, -   ,,,"REVERT TO SFD INT REMOL: BASEMENT, ADD BATH, REC RM, GARAGE. 1ST FL(N)KITCHEN, LIVING RM, HALF BATH, DINING RM. 2ND FL (N)BEDRMS, BATHS & ROOF DECK. 3RD FL: (N)OFFICE, BATH & PLAYRM. ALL PERIMETER FOUNDATION & WALLS WERE COMPLETED UNDER SEPERATE PERMIT 20",CHURCH,1 FAMILY DWELLING,COMPLETE,23-Sep-14,SLAI,1183010,"Residential, House and Mixed",RM-1,5,,Hayes Valley,"[37.775837, -122.439975]"
201207023925,781084,3,615,UNION,ST,,615 UNION ST,0117,001,46,2, 2 ,SEC,Individual/SRO,CONVERT (E) LOUNGES & KITCHENS ON 2ND & 3RD FLOORS INTO 2 NEW RESIDENTIAL ROOMS (220 & 321). NO CHANGES IN LIGHTING.,RESIDENTIAL HOTEL,RESIDENTIAL HOTEL,COMPLETE,21-Jul-14,KCONNER,0117001,Neighborhood Commercial,NO BEACH,3,,North Beach,"[37.8002048, -122.4095777]"
201401136161,832004,8,618,NATOMA,ST,,618 NATOMA ST,3727,045,5,1, 1 ,SEC,Homeowner,"REQUEST TO RENEW PA# 200510044765 WHICH WAS APPROVED IN 2005 BUT EXPIRED. PERMIT TO CORRECT ERROR TO RECORD TO CLASSIFY BLDG AS 5, NOT 4 UNITS.",APARTMENTS,APARTMENTS,COMPLETE,29-Jan-14,,3727045,South of Market Mixed Use,RED,4,Western SoMa (EN),South of Market,"[37.7781047, -122.410545]"
201007146596,723840,2,620,27TH,AV,,620 27TH AV,1569,031,2,2, -   ,,,"TO ERECT 4 STORIES, DUPLEX BUILDING.",,2 FAMILY DWELLING,COMPLETE,13-Feb-14,GCABRERO,1569031,"Residential, House and Mixed",RH-2,1,,Outer Richmond,"[37.7776176, -122.4866889]"
201007146595,723839,6,622,27TH,AV,,622 27TH AV,1569,031,-1,-1, -   ,,,"TO DEMOLISH 3 STORIES, SINGLE FAMILY DWELLING.",1 FAMILY DWELLING,,COMPLETE,13-Feb-14,GCABRERO,1569031,"Residential, House and Mixed",RH-2,1,,Outer Richmond,"[37.777598, -122.486377]"
200912223711,707523,2,63,WEST POINT,RD,,63 WEST POINT RD,4624,004,15,15, 15 ,VLI,Family,"TO ERECT 4 STORIES, 15 UNITS RESIDENTIAL BUILDING.",,APARTMENTS,COMPLETE,20-Feb-14,DSANCHEZ,4624004,"Residential, House and Mixed",RM-1,10,Hunters View,Bayview Hunters Point,"[37.7362508, -122.3808288]"
201012086310,735861,3,642,HAYES,ST,,642 HAYES ST,0806,008,3,1, 1 ,SEC,Homeowner,COMPLY NOV 201032683.REV&CONSOLID 2008-0422-0327&2009-0923-7511.INT RECONF.REPAIR EXTR FRT STAIRCASE.REMODEL 3 KITNS/3 BATH/ADD 4 BATH.REPLC ALL WINDOW W/LIKE KIND.3 NEW FLAT SKYLITE 3/F.PAY FEE ON NOV 200734031.BUILD 1 HR WALL FOR SIDE DECK.WK INCL INSTA,2 FAMILY DWELLING,APARTMENTS,COMPLETE,10-Dec-14,ASTARR,0806008,"Residential, Transit Oriented",RTO,5,Market and Octavia,Hayes Valley,"[37.776573, -122.427055]"
201401095944,831744,1,69,SUMMIT,WY,,69 SUMMIT WY,7331,005,2,2, -   ,,,"INSTALL OVERHEAD FIRESPRINKLER SYSTEM PER NFPA 13 @ ADDRESS LISTED ABOVE. REFER TO MASTER PLAN C.
UNDERGROUND TO BE DONE UNDER APP 2013 0701 0864
PA #201209119425-700 BROTHERHOOD WAY",,2 FAMILY DWELLING,COMPLETE,12-Nov-14,,7331005,"Residential, House and Mixed",RM-1,13,,Oceanview/Merced/Ingleside,"[37.713973, -122.47447]"
201203135986,771646,1,701,LONG BRIDGE,ST,,701 LONG BRIDGE ST,8711,019,188,188, -   ,,,INDICATOR PILES FOR SITE PERMIT #2012-0207-3722,VACANT LOT,APARTMENTS,PRE-FINAL,24-Oct-14,,8711019,Redevelopment Agency,MB-RA,9,Mission Bay,Mission Bay,"[37.7725634, -122.3926951]"
201211134097,793429,3,710,COLE,ST,,710 COLE ST,1252,046,2,1, 1 ,SEC,Homeowner,CONVERT ART STUDIO TO A STUDIO APARTMENT AT LOWER FLOOR LEVEL.,1 FAMILY DWELLING,2 FAMILY DWELLING,CFC ISSUED,27-Jan-14,SYOUNG,1252046,"Residential, House and Mixed",RH-3,6,,Haight Ashbury,"[37.7683419, -122.450184]"
201107261096,753639,2,72,GOLD MINE,DR,,72 GOLD MINE DR,7520,034,1,1, -   ,,,"ERECT 3 STORY, NO BASEMENT, SINGLE FAMILY DWELLING BUILDING.",,1 FAMILY DWELLING,COMPLETE,19-Dec-14,MSMITH,7520034,"Residential, House and Mixed",RH-1,7,,Noe Valley,"[37.743876, -122.4373324]"
201403261729,838658,8,721,YORK,ST,,721 YORK ST,4079,020,2,1, 1 ,SEC,Homeowner,REMODEL KITCHEN IN BOTH UNITS. REMOVE & RELOCATE EXISTING BATHROOM. REMOVAL OF WALL IN KITCHEN AREA. REF #2004.0720.9268 & #2014.0312.0516.,1 FAMILY DWELLING,2 FAMILY DWELLING,COMPLETE,17-Dec-14,,4079020,"Residential, House and Mixed",RH-2,8,Mission (EN),Mission,"[37.759709, -122.408639]"
201004150330,715916,3,727,29TH,AV,,727 29TH AV,1615,003,2,1, 1 ,SEC,Homeowner,Add 820 Sq.ft. to lower level to create 2nd. unit. Add 470 sq.ft. to main level. Add 690 sq.ft. to upper level.,1 FAMILY DWELLING,2 FAMILY DWELLING,COMPLETE,29-Oct-14,ASTARR,1615003,"Residential, House and Mixed",RH-2,1,,Outer Richmond,"[37.77553899999999, -122.489031]"
201401216659,832599,8,735,CLAYTON,ST,,735 CLAYTON ST,1253,009,2,-1, -   ,,,"REVISE PA # 201312063597 - TO COMPLY WITH REMOVAL OF ILLEGAL UNIT C#201258902, PER PLAN ""AND CONVERT TO STORAGE"" AREA FOR THE UNIT.",2 FAMILY DWELLING,2 FAMILY DWELLING,CFC ISSUED,28-Jan-14,,1253009,"Residential, House and Mixed",RH-3,6,,Haight Ashbury,"[37.7681438, -122.4485447]"
201205140388,776831,3,740,BAY,ST,,740 BAY ST,0027,008,2,1, 1 ,SEC,Homeowner,"RENOVATE EXIST 2 STORY BLDG. ADDITION OF 3RD STORY ABOVE EXIST 2ND STORY. CREATION OF A FLAT ROOF AREA 1' ABOVE EXIST. RIDGE LINE TOWARDS REAR OF BLDG. ADDITON OF A 2ND STORY, 13'X15' ATTACHED STRUCTURE AT REAR.",1 FAMILY DWELLING,2 FAMILY DWELLING,COMPLETE,16-Jul-14,GCABRERO,0027008,"Residential, House and Mixed",RH-3,3,Fisherman's Wharf,Russian Hill,"[37.805188, -122.419303]"
201405095405,843071,3,75,LANSING,ST,,75 LANSING ST,3749,184,3,1, 1 ,SEC,Homeowner,WORK @ UNIT# 1 ONLY. CONVERSION FROM OFFICE USE TO RESIDENTIAL USE @ GROUND FLOOR. (NO WORK).,ARTIST LIVE/WORK,APARTMENTS,COMPLETE,15-Oct-14,JBANALES,3749184,"Residential, Downtown",RH DTR,9,Rincon Hill,Financial District/South Beach,"[37.785712, -122.3942331]"
201207245587,783064,3,758,SPRUCE,ST,,758 SPRUCE ST,1088,022,2,1, 1 ,SEC,Homeowner,3RD + 4TH FLOOR ADDITION. INTERIOR REMODEL. CONVERT SINGLE FAMILY HOME INTO TWO UNIT BUILDING. FIRE SPRINKER UNDER SEPARATE PERMIT.,1 FAMILY DWELLING,2 FAMILY DWELLING,COMPLETE,15-Oct-14,GCABRERO,1088022,"Residential, House and Mixed",RH-3,5,Geary Corridor,Lone Mountain/USF,"[37.780951, -122.452699]"
201204057595,773527,3,764,17TH,AV,,764 17TH AV,1659,030,2,1, 1 ,SEC,Homeowner,CONSTRUCT 3-STORY REAR HORIZONTAL ADDITION FOR NEW LIVING SPACE W/ 2-LEVEL DECK. CONVERT (E) SINGLE FAMILY TO 2-FAMILY DWELLING W/ 2-PARKING SPACES. (N) FURNACES & WATER HEATER FOR EACH UNIT.,1 FAMILY DWELLING,2 FAMILY DWELLING,COMPLETE,15-Sep-14,ASTARR,1659030,"Residential, House and Mixed",RH-2,1,,Outer Richmond,"[37.773671, -122.475344]"
201208036517,784176,1,8,OCTAVIA,ST,8 Octavia,8 OCTAVIA ST,0855,011,49,49, 7 ,MOD,Homeowner,"ERECT 47 UNITS, 8 STORIES, PARKING, ZXC TYPE 1 NEW BUILDING.",,APARTMENTS,PRE-FINAL,24-Dec-14,AHOLLIST,0855011,Neighborhood Commercial Transit,HAYES NCT/NCT-3,6,Market and Octavia,Hayes Valley,"[37.7725981, -122.4234298]"
201406300058,,8,80,MISSOURI,ST,,80 MISSOURI ST,3951,005,0,2, -   ,,,"TO OBTAIN A FINAL INSPECTION FOR WORK ALREADY APPROVED UNDER PA# 9025853, ALL WORK IS COMPLETE.","WAREHOUSE,NO FRNITUR",ARTIST LIVE/WORK,COMPLETE,11-Jul-14,,3951005,Eastern Neighborhoods Mixed Use,UMU,9,Eastern Neighborhoods w/Valencia,Mission Bay,"[37.7656778, -122.3970403]"
201403261781,838715,8,80,SYCAMORE,ST,,80 SYCAMORE ST,3576,076,2,-1, -   ,,,"FOR ADMINISTRATIVE PURPOSES ONLY TO DOCUMENT ILLEGAL USE & OCCUPANCY OF BUILDING AS A THREE (3) STORY, TWO (2) UNIT BLDG. DETERMINATION IS BASED ON SITE VISIT & REVIEW OF CITY RECORDS INCLUDING SANBORN MAPS AND ASSESSORS' RECORDS. NO WORK ON THIS PERMIT.",2 FAMILY DWELLING,2 FAMILY DWELLING,CFC ISSUED,31-Mar-14,,3576076,"Residential, Transit Oriented",RTO-Mission,8,Mission (EN),Mission,"[37.7627998, -122.4210644]"
201206152694,779619,3,807,LYON,ST,,807 LYON ST,1150,007,3,1, 1 ,SEC,Homeowner,COMPLY WITH  N.O.V.#201288233. Legalize 3rd. unit @ ground floor.,2 FAMILY DWELLING,APARTMENTS,CFC ISSUED,21-Apr-14,MWOODS,1150007,"Residential, House and Mixed",RH-3,5,,Lone Mountain/USF,"[37.778448, -122.443896]"
201401287218,833279,8,807,ROLPH,ST,,807 ROLPH ST,6396,020,1,-1, -   ,,,TO COMPLY W/ NOV#20133451. REPAIR DECK @ REAR SIDE. CONVERT 2ND FL KITCHEN TO FAMILY ROOM. REMOVE ILLEGAL 2 STORAGE ROOM. REMOVE (E) FRONT DOOR GARAGE TO A NEW GARAGE DOOR. INSTALL RAILING FROM 1ST FL TO 2ND FL. MINOR ELECTRICAL WORK.,1 FAMILY DWELLING,1 FAMILY DWELLING,CFC ISSUED,04-Apr-14,EOROPEZA,6396020,"Residential, House and Mixed",RH-1,12,,Excelsior,"[37.711744, -122.429681]"
9410161,235343,6,814,HAYES,ST,,814 HAYES ST,0804,007,-1,-1, -   ,,,DEMOLISH SINGLE FAMILY DWELLING,1 FAMILY DWELLING,,COMPLETE,04-Mar-14,MP,0804007,"Residential, House and Mixed",RM-1,5,,Hayes Valley,"[37.776231, -122.429933]"
201304245354,806884,2,827,NORTH POINT,ST,,827 NORTH POINT ST,0026,030,3,3, -   ,,,"INSTALL AUTO FIRE SPRINKLER ON ENTIRE BUILDING per NFPA 13 through-out building with 2"" fire service of 8"" main on North Point, REF NEW CONSTRUCTION #2011.11.07.8462 - INCLUDES UNDERGROUND",,APARTMENTS,COMPLETE,28-May-14,,0026030,"Residential, House and Mixed",RH-3,3,Fisherman's Wharf,Russian Hill,"[37.8053749, -122.4208678]"
201303222853,803909,1,833,JAMESTOWN,AV,Candlestick Heights,833 JAMESTOWN AV,4991,277,12,12, 12 ,LI,Family,BLDG# 1. (N) OVERHEAD FIRE SPRINKLER TO NFPA 13. (REF APPLN #2001 0323 5127).  EXISTING UNDERGROUND.,,APARTMENTS,COMPLETE,27-Mar-14,,4991277,"Residential, House and Mixed",RH-2,10,Bayview Hunters Point,Bayview Hunters Point,"[37.717174, -122.392222]"
201303222861,803918,1,837,JAMESTOWN,AV,Candlestick Heights,837 JAMESTOWN AV,4991,277,10,10, 10 ,LI,Family,BLDG# 8. (N) OVERHEAD FIRE SPRINKLERS AND STANDPIPES PER NFPA 13. (REF APPLN #2001 0323 5131).  EXISTING UNDERGROUND.,,APARTMENTS,COMPLETE,27-Mar-14,,4991277,"Residential, House and Mixed",RH-2,10,Bayview Hunters Point,Bayview Hunters Point,"[37.7163362, -122.3902094]"
201303222859,803915,1,843,JAMESTOWN,AV,Candlestick Heights,843 JAMESTOWN AV,4991,277,18,18, 18 ,LI,Family,BLDG# 2. (N) FIRE SPRINKLER SYSTEM INSTALLATION. TO CONNECT TO EXISTING UNDERGROUND. (REF. ARCH. APP # 99240755.,,APARTMENTS,COMPLETE,27-Mar-14,,4991277,"Residential, House and Mixed",RH-2,10,Bayview Hunters Point,Bayview Hunters Point,"[37.7169378, -122.3909539]"
201208298537,786598,2,850,BRUNSWICK,ST,,850 BRUNSWICK ST,6472,076,1,1, -   ,,,ERECT 2-STORY TYPE V SINGLE FAMILY DWELLING BUILDING,,1 FAMILY DWELLING,CFC ISSUED,28-Apr-14,TWANG,6472076,"Residential, House and Mixed",RH-1,12,,Excelsior,"[37.708404, -122.451291]"
,,1,851,JAMESTOWN,AV,Candlestick Heights,851 JAMESTOWN AV,4991,277,12,12, 12 ,LI,Family,,,APARTMENTS,COMPLETE,20-Aug-14,,4991277,"Residential, House and Mixed",RH-2,10,Bayview Hunters Point,Bayview Hunters Point,"[37.7173468, -122.3915227]"
,,1,853,JAMESTOWN,AV,Candlestick Heights,853 JAMESTOWN AV,4991,277,36,36, 36 ,LI,Family,,,APARTMENTS,COMPLETE,18-Aug-14,,4991277,"Residential, House and Mixed",RH-2,10,Bayview Hunters Point,Bayview Hunters Point,"[37.7164645, -122.3903248]"
,,1,869,JAMESTOWN,AV,Candlestick Heights,869 JAMESTOWN AV,4991,277,8,8, 8 ,LI,Family,,,APARTMENTS,COMPLETE,17-Mar-14,,4991277,"Residential, House and Mixed",RH-2,10,Bayview Hunters Point,Bayview Hunters Point,"[37.7174419, -122.3927998]"
,,1,871,JAMESTOWN,AV,Candlestick Heights,871 JAMESTOWN AV,4991,277,18,18, 18 ,LI,Family,,,APARTMENTS,COMPLETE,18-Aug-14,,4991277,"Residential, House and Mixed",RH-2,10,Bayview Hunters Point,Bayview Hunters Point,"[37.7178556, -122.3928575]"
201404254194,841594,8,875,POST,ST,,875 POST ST,0303,014,50,4, -   ,,,FIRE ALARM SYSTEM T. I. ADDING TO EXTG FIRE ALARM. REF APP#201310310811. N/A FOR THE MAHER ORDINANCE #155-13,TOURIST HOTEL/MOTEL,RESIDENTIAL HOTEL,COMPLETE,21-May-14,,0303014,Commercial,RC-4,4,,Tenderloin,"[37.7870467, -122.4161954]"
,,1,881,JAMESTOWN,AV,Candlestick Heights,881 JAMESTOWN AV,4991,277,18,18, 18 ,LI,Family,,,APARTMENTS,COMPLETE,18-Aug-14,,4991277,"Residential, House and Mixed",RH-2,10,Bayview Hunters Point,Bayview Hunters Point,"[37.7183389, -122.3936284]"
201405014671,842157,1,900,FOLSOM,ST,Mosso,900 FOLSOM ST,3732,009,282,282, 40 ,LI,Family,EVACUATION MAPS FOR WHOLE BLDG. ON ALL FLOORS- 67 MAPS. COMPLIANCE WITH ORDINANCE #155-13 NOT REQUIRED- CONSTRUCTION UNDER 201106017208.,VACANT LOT,APARTMENTS,PRE-FINAL,23-Jun-14,,3732009,Eastern Neighborhoods Mixed Use,MUR,9,Eastern Neighborhoods w/Valencia,South of Market,"[37.7801255, -122.4041901]"
9307181S,210537,3,946,WISCONSIN,ST,,946 WISCONSIN ST,4161,019,2,1, 1 ,SEC,Homeowner,VERTICAL ADDITION.,1 FAMILY DWELLING,2 FAMILY DWELLING,COMPLETE,04-Jun-14,JBANALES,4161019,"Residential, House and Mixed",RH-2,9,Eastern Neighborhoods w/Valencia,Potrero Hill,"[37.755399, -122.399071]"
201408053099,852246,8,973,MARKET,ST,The Wilson,973 MARKET ST,3704,069,66,66,7,LI,Family,TO OBTAIN FINAL INSPECTION FOR WORK APPROVED UNDER PA# 200509082313.  ALL WORK IS COMPLETE.,APARTMENTS,APARTMENTS,COMPLETE,08-Sep-14,,3704069,Commercial,C-3-G,4,Mid-Market,South of Market,"[37.7824427, -122.4094214]"
